Ensembl.ID	Location	Approved.Symbol	Mim.Number	Gene.Name	Phenotypes	Panels	From.Omim	From.PanelApp	Inheritance	Publications	Aliases
ENSG00000155100	chr8:91070304-91087094	OTUD6B	612021	OTU domain-containing protein 6B	"Intellectual developmental disorder with dysmorphic facies, seizures, and distal limb anomalies, 617452 (3), Autosomal recessive"	"Severe Paediatric Disorders, Intellectual disability"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	28343629	"CGI-77, DUBA5"
ENSG00000154124	chr5:14660793-14716551	OTULIN	615712	OTU deubiquitinase with linear linkage specificity	"Autoinflammation, panniculitis, and dermatosis syndrome, 617099 (3), Autosomal recessive"	"Severe Paediatric Disorders, DDG2P"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"27686184, 27523608, 27559085"	FLJ34884
ENSG00000165588	chr14:56799904-56810478	OTX2	600037	"Orthodenticle, Drosophila, homolog of, 2"	"Pituitary hormone deficiency, combined, 6, 613986 (3), Autosomal dominant; Retinal dystrophy, early-onset, with or without pituitary dysfunction, 610125 (3), Autosomal dominant; Microphthalmia, syndromic 5, 610125 (3), Autosomal dominant"	"Congenital hypothyroidism, DDG2P, IUGR and IGF abnormalities, Ocular coloboma, Retinal disorders, Intellectual disability, Fetal anomalies, Severe Paediatric Disorders, Anophthalmia or microphthalmia"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"		
ENSG00000125850	chr20:18024151-18059187	OVOL2	616441	ovo-like 2	"Corneal dystrophy, posterior polymorphous, 1, 122000 (3), Autosomal dominant"	"Corneal abnormalities, Corneal dystrophies"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"	26749309	"bA504H3.3, HOVO2, CHED"
ENSG00000083720	chr5:41730064-41870534	OXCT1	601424	3-oxoacid CoA transferase 1	"Succinyl CoA:3-oxoacid CoA transferase deficiency, 245050 (3), Autosomal recessive"	"Inborn errors of metabolism, Severe Paediatric Disorders, DDG2P, Ketotic hypoglycaemia"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"Middleton B , Day R 1987 and Kassovska-Bratinova  S, Fukao, T 1996"	SCOT
ENSG00000164830	chr8:106270177-106752693	OXR1	605609	Oxidation resistance 1	"Cerebellar hypoplasia/atrophy, epilepsy, and global developmental delay, 213000 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000187848	chr12:132618775-132623735	P2RX2	600844	"Purinergic receptor P2X, ligand-gated ion channel, 2"	"Deafness, autosomal dominant 41, 608224 (3), Autosomal dominant"	Hearing loss	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"	"PMID:10493739, 10570044, 10935636, 12161595, 16322458, 18491132, 23345450, 23592720, 24211385, 7523952, 7566120"	P2X2
ENSG00000169313	chr3:151336842-151384752	P2RY12	600515	"Purinergic receptor P2Y, G protein-coupled, 12"	"Bleeding disorder, platelet-type, 8, 609821 (3), Autosomal recessive"	"Bleeding and platelet disorders, Severe Paediatric Disorders"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"11196645, 609821, 20966167"	"P2Y12, SP1999, HORK3"
ENSG00000117385	chr1:42746373-42767027	P3H1	610339	Prolyl 3-hydroxylase 1	"Osteogenesis imperfecta, type VIII, 610915 (3), Autosomal recessive"	"DDG2P, Osteogenesis imperfecta, Skeletal dysplasia, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"17277775, 19088120"	"GROS1, LEPRECAN, MGC117314"
ENSG00000090530	chr3:189956727-190122277	P3H2	610341	Prolyl 3-hydroxylase 2	"Myopia, high, with cataract and vitreoretinal degeneration, 614292 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000072682	chr5:132190146-132227852	P4HA2	600608	"Procollagen-proline, 2-oxoglutarate-4-dioxygenase, alpha subunit, isoform 2"	"Myopia 25, autosomal dominant, 617238 (3), Autosomal dominant"		TRUE	FALSE			
ENSG00000185624	chr17:81843158-81860534	P4HB	176790	"Procollagen-proline, 2-oxoglutarate-4-dioxygenase, beta polypeptide"	"Cole-Carpenter syndrome 1, 112240 (3), Autosomal dominant"	"Craniosynostosis, Skeletal dysplasia, Osteogenesis imperfecta"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"	"25683117, 29384951"	"PDIA1, PROHB, DSI, GIT, PDI, PO4HB, P4Hbeta"
ENSG00000178467	chr3:48989907-49007152	P4HTM	614584	"Prolyl 4-hydroxylase, transmembrane"	"Hypotonia, hypoventilation, impaired intellectual development, dysautonomia, epilepsy, and eye abnormalities, 618493 (3), Autosomal recessive"	"Severe Paediatric Disorders, Intellectual disability"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	"P4H-TM, PHD4, PH4, HIFPH4, FLJ20262, EGLN4, PH-4"
ENSG00000100836	chr14:23321456-23326162	PABPN1	602279	"Poly(A)-binding protein, nuclear 1"	"Oculopharyngeal muscular dystrophy, 164300 (3), Autosomal dominant"		TRUE	FALSE			
ENSG00000175115	chr11:66070271-66244743	PACS1	607492	Phosphofurin acidic cluster sorting protein 1	"Schuurs-Hoeijmakers syndrome, 615009 (3), Autosomal dominant"	"Severe Paediatric Disorders, Intellectual disability"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"		"FLJ10209, KIAA1175"
ENSG00000179364	chr14:105300717-105398146	PACS2	610423	Phosphofurin acidic cluster sorting protein 2	"Developmental and epileptic encephalopathy 66, 618067 (3), Autosomal dominant"	"Hereditary ataxia - adult onset, Severe Paediatric Disorders, Intellectual disability"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	"29656858, 22488736, 28867141"	KIAA0602
ENSG00000142619	chr1:17249078-17284232	PADI3	606755	"Peptidylarginine deiminase, type III"	"Uncombable hair syndrome, 191480 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000276747	chr1:17372195-17401698	PADI6	610363	"Peptidylarginine deiminase, type VI"	"Preimplantation embryonic lethality 2, 617234 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000007168	chr17:2593209-2685616	PAFAH1B1	601545	"Platelet-activating factor acetylhydrolase, isoform 1B, alpha subunit"	"Subcortical laminar heterotopia, 607432 (3), Autosomal dominant; Lissencephaly 1, 607432 (3), Autosomal dominant"	"DDG2P, White matter disorders and cerebral calcification - narrow panel, Malformations of cortical development, Intellectual disability, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	"14581661, 10441340, 11502906, 15007136"	"LIS1, PAFAH, NudF"
ENSG00000171759	chr12:102836888-102958440	PAH	612349	Phenylalanine hydroxylase	"[Hyperphenylalaninemia, non-PKU mild], 261600 (3), Autosomal recessive; Phenylketonuria, 261600 (3), Autosomal recessive"	"Inborn errors of metabolism, White matter disorders - adult onset, DDG2P, Intellectual disability, Severe Paediatric Disorders"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		PH
ENSG00000149269	chr11:77322016-77514956	PAK1	602590	p21/CDC42/RAC1-activated kinase 1	"Intellectual developmental disorder with macrocephaly, seizures, and speech delay, 618158 (3), Autosomal dominant"	Intellectual disability	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	"30290153, 31504246"	
ENSG00000077264	chrX:110944323-111227360	PAK3	300142	p21-activated kinase-3	"Mental retardation, X-linked 30/47, 300558 (3), X-linked recessive"	"Severe Paediatric Disorders, Intellectual disability, DDG2P, Fetal anomalies"	TRUE	TRUE	"X-LINKED: hemizygous mutation in males, biallelic mutations in females"	"17853471, 9332663, 8826460, 18523455, 12884430"	"hPAK3, bPAK"
ENSG00000083093	chr16:23603161-23641336	PALB2	610355	Partner and localizer of BRCA2	"{Pancreatic cancer, susceptibility to, 3}, 613348 (3); Fanconi anemia, complementation group N, 610832 (3); {Breast cancer, susceptibility to}, 114480 (3), Somatic mutation, Autosomal dominant"	"Growth failure in early childhood, Cytopenias and congenital anaemias, DDG2P, Haematological malignancies for rare disease, Limb disorders, Confirmed Fanconi anaemia or Bloom syndrome, ClinGen Gene Validity Curations, Neurofibromatosis Type 1, Adult solid tumours for rare disease, Familial breast cancer, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		"FLJ21816, FANCN"
ENSG00000217930	chr16:4340250-4351320	PAM16	614336	Presequence translocase-associated motor 16	"Spondylometaphyseal dysplasia, Megarbane-Dagher-Melike type, 613320 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000125779	chr20:3888780-3929886	PANK2	606157	Pantothenate kinase 2	"HARP syndrome, 607236 (3), Autosomal recessive; Neurodegeneration with brain iron accumulation 1, 234200 (3), Autosomal recessive"	"Inborn errors of metabolism, Childhood onset dystonia or chorea or related movement disorder, Adult onset movement disorder, Neurodegenerative disorders - adult onset, Retinal disorders, Severe Paediatric Disorders"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		"HSS, FLJ11729, PKAN, HARP"
ENSG00000110218	chr11:94128840-94185595	PANX1	608420	Pannexin 1	"Oocyte maturation defect 7, 618550 (3), Autosomal dominant"		TRUE	FALSE			
ENSG00000116183	1:176432307-176814735	PAPPA2	None	pappalysin 2	"Proportionate Short Stature, High Circulating IGF-I, IGFBP-3, and ALS, Mild Microcephaly, thin Long Bones and Decreased Bone Mineral Density"	"Severe Paediatric Disorders, IUGR and IGF abnormalities"	FALSE	TRUE	MITOCHONDRIAL	30847515	"PAPPE, PAPP-A2"
ENSG00000198682	chr10:87659877-87747704	PAPSS2	603005	3'-phosphoadenosine 5'-phosphosulfate synthase 2	"Brachyolmia 4 with mild epiphyseal and metaphyseal changes, 612847 (3), Autosomal recessive"	"Skeletal dysplasia, Severe Paediatric Disorders, DDG2P, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		ATPSK2
ENSG00000116288	chr1:7961710-7985504	PARK7	602533	Oncogene DJ-1	"Parkinson disease 7, autosomal recessive early-onset, 606324 (3), Autosomal recessive"	"Severe Paediatric Disorders, Neurodegenerative disorders - adult onset, Adult onset movement disorder"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	"DJ-1, DJ1, GATD2"
ENSG00000140694	chr16:14435700-14630285	PARN	604212	Polyadenylate-specific ribonuclease	"Pulmonary fibrosis and/or bone marrow failure, telomere-related, 4, 616371 (3), Autosomal dominant; Dyskeratosis congenita, autosomal recessive 6, 616353 (3), Autosomal recessive"	"DDG2P, Haematological malignancies for rare disease, Familial pulmonary fibrosis, Intellectual disability, Cytopenia - NOT Fanconi anaemia, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	25893599	DAN
ENSG00000162396	chr1:54756897-54764522	PARS2	612036	Prolyl-tRNA synthetase 2	"Developmental and epileptic encephalopathy 75, 618437 (3), Autosomal recessive"	"Severe Paediatric Disorders, Mitochondrial disorders, Inborn errors of metabolism"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	DKFZp727A071
ENSG00000229474	chr15:44665731-44711405	PATL2	614661	PAT1 homolog 2	"Oocyte maturation defect 4, 617743 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000125813	chr20:21705663-21718480	PAX1	167411	Paired box homeotic gene-1	"Otofaciocervical syndrome 2, 615560 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000075891	chr10:100735395-100829943	PAX2	167409	Paired box homeotic gene-2	"Glomerulosclerosis, focal segmental, 7, 616002 (3), Autosomal dominant; Papillorenal syndrome, 120330 (3), Autosomal dominant"	"DDG2P, Ocular coloboma, Hearing loss, CAKUT, Fetal anomalies, Severe Paediatric Disorders, Groopman et al 2019 - Genes with diagnostic variants, Anophthalmia or microphthalmia"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"	8589702	
ENSG00000135903	chr2:222199886-222298997	PAX3	606597	Paired box homeotic gene-3	"Craniofacial-deafness-hand syndrome, 122880 (3), Autosomal dominant; Rhabdomyosarcoma 2, alveolar, 268220 (3), Somatic mutation; Waardenburg syndrome, type 1, 193500 (3), Autosomal dominant; Waardenburg syndrome, type 3, 148820 (3), Autosomal dominant, Autosomal recessive"	"Clefting, DDG2P, Hearing loss, Limb disorders, Skeletal dysplasia, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"		HUP2
ENSG00000106331	chr7:127610291-127618141	PAX4	167413	Paired box homeotic gene-4	"Maturity-onset diabetes of the young, type IX, 612225 (3); Diabetes mellitus, type 2, 125853 (3), Autosomal dominant; {Diabetes mellitus, ketosis-prone, susceptibility to}, 612227 (3), Autosomal dominant, Autosomal recessive"		TRUE	FALSE			
ENSG00000007372	chr11:31789025-31817960	PAX6	607108	Paired box homeotic gene-6	"Optic nerve hypoplasia, 165550 (3), Autosomal dominant; ?Coloboma, ocular, 120200 (3), Autosomal dominant; Foveal hypoplasia 1, 136520 (3), Autosomal dominant; Aniridia, 106210 (3), Autosomal dominant; Keratitis, 148190 (3), Autosomal dominant; Anterior segment dysgenesis 5, multiple subtypes, 604229 (3), Autosomal dominant; Cataract with late-onset corneal dystrophy, 106210 (3), Autosomal dominant; ?Coloboma of optic nerve, 120430 (3), Autosomal dominant; ?Morning glory disc anomaly, 120430 (3), Autosomal dominant"	"DDG2P, Albinism or congenital nystagmus, Aniridia, Ocular coloboma, Familial diabetes, Monogenic diabetes, Intellectual disability, Fetal anomalies, Glaucoma (developmental), Severe Paediatric Disorders, Anophthalmia or microphthalmia"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"		"D11S812E, AN, WAGR"
ENSG00000009709	chr1:18630845-18748865	PAX7	167410	Paired box gene 7	"Myopathy, congenital, progressive, with scoliosis, 618578 (3), Autosomal recessive; Rhabdomyosarcoma 2, alveolar, 268220 (3), Somatic mutation"	Congenital myopathy	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	31092906	Hup1
ENSG00000125618	chr2:113215996-113278920	PAX8	167415	Paired box homeotic gene-8	"Hypothyroidism, congenital, due to thyroid dysgenesis or hypoplasia, 218700 (3), Autosomal dominant"	"Congenital hypothyroidism, DDG2P, Intellectual disability, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"		
ENSG00000198807	chr14:36657567-36679361	PAX9	167416	Paired box gene 9	"Tooth agenesis, selective, 3, 604625 (3), Autosomal dominant"	"Severe Paediatric Disorders, DDG2P"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"		
ENSG00000185630	chr1:164559183-164886046	PBX1	176310	Pre-B cell leukemia transcription factor-1	"Congenital anomalies of kidney and urinary tract syndrome with or without hearing loss, abnormal ears, or developmental delay, 617641 (3), Autosomal dominant"	"Severe Paediatric Disorders, Intellectual disability, CAKUT"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	30847515	
ENSG00000173599	chr11:66848419-66958417	PC	608786	Pyruvate carboxylase	"Pyruvate carboxylase deficiency, 266150 (3), Autosomal recessive"	"Inborn errors of metabolism, Ketotic hypoglycaemia, DDG2P, Mitochondrial disorders, Intellectual disability, Hyperammonaemia, Severe Paediatric Disorders"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		PCB
ENSG00000179270	chr2:29061694-29074522	PCARE	613425	Photoreceptor cilium actin regulator	"Retinitis pigmentosa 54, 613428 (3)"	"Retinal disorders, Severe Paediatric Disorders, DDG2P"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		"FLJ34931, RP54"
ENSG00000166228	chr10:70882279-70888564	PCBD1	126090	Pterin-4a-carbinolamine dehydratase 1	"Hyperphenylalaninemia, BH4-deficient, D, 264070 (3), Autosomal recessive"	"Inborn errors of metabolism, DDG2P, Familial diabetes, Monogenic diabetes, Severe Paediatric Disorders"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"24204001, 24848070"	PCD
ENSG00000175198	chr13:100089019-100530434	PCCA	232000	"Propionyl Coenzyme A carboxylase, alpha polypeptide"	"Propionicacidemia, 606054 (3), Autosomal recessive"	"Inborn errors of metabolism, Ketotic hypoglycaemia, Childhood onset dystonia or chorea or related movement disorder, DDG2P, Cardiomyopathies - including childhood onset, Intellectual disability, Hyperammonaemia, Severe Paediatric Disorders"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		
ENSG00000114054	chr3:136250339-136330168	PCCB	232050	"Propionyl Coenzyme A carboxylase, beta polypeptide"	"Propionicacidemia, 606054 (3), Autosomal recessive"	"Inborn errors of metabolism, Ketotic hypoglycaemia, Childhood onset dystonia or chorea or related movement disorder, DDG2P, Cardiomyopathies - including childhood onset, Intellectual disability, Hyperammonaemia, Severe Paediatric Disorders"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	0	
ENSG00000113555	chr5:141943580-141958811	PCDH12	605622	"Protocadherin 12 (cadherin, vascular endothelial, 2)"	"Diencephalic-mesencephalic junction dysplasia syndrome 1, 251280 (3), Autosomal recessive"	"Severe Paediatric Disorders, Intellectual disability"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"27164683, 28804758, 29556033, 30178464, 30459466, 18477666"	VE-cadherin-2
ENSG00000150275	chr10:53802770-55629181	PCDH15	605514	Protocadherin 15	"Usher syndrome, type 1D/F digenic, 601067 (3), Autosomal recessive, Digenic recessive; Usher syndrome, type 1F, 602083 (3), Autosomal recessive; Deafness, autosomal recessive 23, 609533 (3), Autosomal recessive"	"Retinal disorders, ClinGen Gene Validity Curations, Severe Paediatric Disorders, Hearing loss"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	Several mutations reported on HGMD in patients with Usher syndrome Type 1 and also non-syndromic deafness.	CDHR15
ENSG00000165194	chrX:100291643-100410272	PCDH19	300460	Protocadherin 19	"Developmental and epileptic encephalopathy 9, 300088 (3), X-linked"	"Severe Paediatric Disorders, Intellectual disability, DDG2P"	TRUE	TRUE	"X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)"	"19214208, 5116697, 18469813, 19752159"	"KIAA1313, EIEE9"
ENSG00000277258	chr17:38733897-38749816	PCGF2	600346	Polycomb group ring finger 2	"Turnpenny-Fry syndrome, 618371 (3), Autosomal dominant"	"Intellectual disability, Severe Paediatric Disorders, DDG2P, Fetal anomalies"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"		MEL-18
ENSG00000160299	chr21:46324121-46445768	PCNT	605925	Pericentrin	"Microcephalic osteodysplastic primordial dwarfism, type II, 210720 (3), Autosomal recessive"	"DDG2P, IUGR and IGF abnormalities, Limb disorders, Severe microcephaly, Intellectual disability, Skeletal dysplasia, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		"KEN, KIAA0402, PCN, PCNTB, SCKL4"
ENSG00000175426	chr5:96390332-96433247	PCSK1	162150	Proprotein convertase subtilisin/kexin type 1	"{Obesity, susceptibility to, BMIQ12}, 612362 (3); Obesity with impaired prohormone processing, 600955 (3), Autosomal recessive"	Severe early-onset obesity	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		"PC1, PC3, SPC3"
ENSG00000169174	chr1:55039547-55064851	PCSK9	607786	"Proprotein convertase, subtilisin/kexin-type, 9"	"Hypercholesterolemia, familial, 3, 603776 (3), Autosomal dominant; {Low density lipoprotein cholesterol level QTL 1}, 603776 (3), Autosomal dominant"	"Inborn errors of metabolism, Familial hypercholesterolaemia - targeted panel, Additional findings health related, Familial hypercholesterolaemia, Severe Paediatric Disorders, Additional findings health related - children"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"	PMID: 23433573	"NARC-1, FH3"
ENSG00000161217	chr3:196234367-196287725	PCYT1A	123695	"Phosphate cytidylyltransferase 1, choline, alpha isoform"	"Spondylometaphyseal dysplasia with cone-rod dystrophy, 608940 (3), Autosomal recessive"	"Severe Paediatric Disorders, DDG2P, Skeletal dysplasia, Retinal disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		"CT, CTPCT"
ENSG00000185813	chr17:81900957-81911431	PCYT2	602679	"Phosphate cytidylyltransferase 2, ethanolamine"	"Spastic paraplegia 82, autosomal recessive, 618770 (3), Autosomal recessive"	"Intellectual disability, Hereditary spastic paraplegia"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	31637422	ET
ENSG00000114209	chr3:167683297-167735809	PDCD10	609118	Programmed cell death 10	"Cerebral cavernous malformations 3, 603285 (3), Autosomal dominant"	"Cerebral vascular malformations, Severe Paediatric Disorders, DDG2P, Fetal anomalies"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	"20301470, 15543491"	TFAR15
ENSG00000112541	chr6:165327286-165988114	PDE10A	610652	Phosphodiesterase 10A	"Dyskinesia, limb and orofacial, infantile-onset, 616921 (3), Autosomal recessive; Striatal degeneration, autosomal dominant, 616922 (3), Autosomal dominant"	"Severe Paediatric Disorders, Childhood onset dystonia or chorea or related movement disorder, Adult onset movement disorder"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"27058446, 27058447, 28949041, 29130591, 30345538"	
ENSG00000128655	chr2:177623243-178108338	PDE11A	604961	Phosphodiesterase 11A	"Pigmented nodular adrenocortical disease, primary, 2, 610475 (3), Autosomal dominant"		TRUE	FALSE			
ENSG00000186642	chr11:72576140-72674421	PDE2A	602658	Phosphodiesterase 2A	"Intellectual developmental disorder with paroxysmal dyskinesia or seizures, 619150 (3), Autosomal recessive"	Childhood onset dystonia or chorea or related movement disorder	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		
ENSG00000172572	chr12:20368536-20688582	PDE3A	123805	"Phosphodiesterase 3A, cGMP-inhibited"	"Hypertension and brachydactyly syndrome, 112410 (3), Autosomal dominant"	"Skeletal dysplasia, Severe Paediatric Disorders, Limb disorders"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	30847515	CGI-PDE
ENSG00000113448	chr5:58969037-60524328	PDE4D	600129	"Phosphodiesterase-4D, cAMP-specific (dunce, Drosophila, homolog of, phosphodiesterase-E3)"	"Acrodysostosis 2, with or without hormone resistance, 614613 (3), Autosomal dominant"	"DDG2P, Intellectual disability, Skeletal dysplasia, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"		
ENSG00000132915	chr5:149857952-149944792	PDE6A	180071	"Phosphodiesterase-6A, cGMP-specific, rod, alpha"	"Retinitis pigmentosa 43, 613810 (3)"	Retinal disorders	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		RP43
ENSG00000133256	chr4:587324-670891	PDE6B	180072	"Phosphodiesterase-6B, cGMP-specific, rod, beta"	"Night blindness, congenital stationary, autosomal dominant 2, 163500 (3), Autosomal dominant; Retinitis pigmentosa-40, 613801 (3), Autosomal recessive"	Retinal disorders	TRUE	TRUE	"BOTH monoallelic and biallelic, autosomal or pseudoautosomal"		"CSNB3, rd1, RP40, CSNBAD2"
ENSG00000095464	chr10:93612536-93666009	PDE6C	600827	"Phosphodiesterase-6C, cGMP-specific, cone, alpha prime"	"Cone dystrophy 4, 613093 (3), Autosomal recessive"	Retinal disorders	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		"PDEA2, ACHM5, COD4"
ENSG00000156973	chr2:231732427-231781281	PDE6D	602676	Phosphodiesterase 6D	"Joubert syndrome 22, 615665 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000185527	chr17:81650458-81663126	PDE6G	180073	"Phosphodiesterase-6G, cGMP-specific, rod, gamma"	"Retinitis pigmentosa 57, 613582 (3), Autosomal recessive"	"Retinal disorders, Severe Paediatric Disorders, DDG2P"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		RP57
ENSG00000139053	chr12:14973041-14981864	PDE6H	601190	"Phosphodiesterase 6H, cGMP-specific, cone, gamma"	"Retinal cone dystrophy 3, 610024 (3), Autosomal dominant, Autosomal recessive; Achromatopsia 6, 610024 (3), Autosomal dominant, Autosomal recessive"		TRUE	FALSE			
ENSG00000113231	chr5:77180303-77428255	PDE8B	603390	Phosphodiesterase 8B	"Striatal degeneration, autosomal dominant, 609161 (3), Autosomal dominant; Pigmented nodular adrenocortical disease, primary, 3, 614190 (3)"		TRUE	FALSE			
ENSG00000100311	chr22:39223358-39244981	PDGFB	190040	"Platelet-derived growth factor, beta polypeptide (oncogene SIS)"	"Dermatofibrosarcoma protuberans, 607907 (3); Basal ganglia calcification, idiopathic, 5, 615483 (3), Autosomal dominant; Meningioma, SIS-related, 607174 (3), Autosomal dominant"	"Childhood onset dystonia or chorea or related movement disorder, Adult onset movement disorder, Neurodegenerative disorders - adult onset, White matter disorders and cerebral calcification - narrow panel, Severe Paediatric Disorders"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"	"23913003, 26129893"	SSV
ENSG00000113721	chr5:150113838-150155844	PDGFRB	173410	"Platelet-derived growth factor receptor, beta polypeptide"	"Myeloproliferative disorder with eosinophilia, 131440 (4), Autosomal dominant; Basal ganglia calcification, idiopathic, 4, 615007 (3), Autosomal dominant; Kosaki overgrowth syndrome, 616592 (3), Autosomal dominant; Premature aging syndrome, Penttinen type, 601812 (3), Autosomal dominant; Myofibromatosis, infantile, 1, 228550 (3), Autosomal dominant"	"Beckwith-Wiedemann syndrome (BWS) and other congenital overgrowth disorders, DDG2P, Adult onset movement disorder, Neurodegenerative disorders - adult onset, White matter disorders and cerebral calcification - narrow panel, Intellectual disability, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	26279204	"JTK12, CD140b, PDGFR1"
ENSG00000131828	chrX:19343905-19361717	PDHA1	300502	"Pyruvate dehydrogenase, E1-alpha polypeptide-1"	"Pyruvate dehydrogenase E1-alpha deficiency, 312170 (3), X-linked dominant"	"Inborn errors of metabolism, DDG2P, Childhood onset dystonia or chorea or related movement disorder, Hereditary neuropathy, Mitochondrial disorders, Severe microcephaly, Intellectual disability, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)"	30847515	
ENSG00000168291	chr3:58427629-58433831	PDHB	179060	"Pyruvate dehydrogenase, E1 beta polypeptide"	"Pyruvate dehydrogenase E1-beta deficiency, 614111 (3), Autosomal recessive"	"Mitochondrial disorders, Inborn errors of metabolism, Severe Paediatric Disorders"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		PDHE1B
ENSG00000110435	chr11:34915828-34996127	PDHX	608769	"Pyruvate dehydrogenase complex, lipoyl-containing component X"	"Lacticacidemia due to PDX1 deficiency, 245349 (3), Autosomal recessive"	"Inborn errors of metabolism, Childhood onset dystonia or chorea or related movement disorder, DDG2P, Mitochondrial disorders, Intellectual disability, Severe Paediatric Disorders"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		"E3BP, proX, PDX1, OPDX, DLDBP"
