gene_id	tx_id
ENSG00000182450	ENST00000539216
ENSG00000169427	ENST00000520439
ENSG00000156113	ENST00000404857
ENSG00000143603	ENST00000271915
ENSG00000104783	ENST00000262888
ENSG00000053918	ENST00000155840
ENSG00000075043	ENST00000359125
ENSG00000184156	ENST00000388996
ENSG00000117013	ENST00000347132
ENSG00000185760	ENST00000342056
ENSG00000107147	ENST00000371757
ENSG00000162687	ENST00000294725
ENSG00000168263	ENST00000382082
ENSG00000134504	ENST00000408011
ENSG00000100379	ENST00000402077
ENSG00000243335	ENST00000510829
ENSG00000136240	ENST00000258739
ENSG00000004487	ENST00000400181
ENSG00000120733	ENST00000314358
ENSG00000117139	ENST00000367265
ENSG00000126012	ENST00000375401
ENSG00000147050	ENST00000377967
ENSG00000132510	ENST00000254846
ENSG00000119537	ENST00000406396
ENSG00000139330	ENST00000266719
ENSG00000203908	ENST00000370367
ENSG00000100578	ENST00000354386
ENSG00000185261	ENST00000329378
ENSG00000138688	ENST00000264501
ENSG00000122778	ENST00000422774
ENSG00000134313	ENST00000256707
ENSG00000138160	ENST00000260731
ENSG00000118193	ENST00000367350
ENSG00000130294	ENST00000498729
ENSG00000054523	ENST00000263934
ENSG00000129250	ENST00000320785
ENSG00000139116	ENST00000361418
ENSG00000079616	ENST00000160827
ENSG00000068796	ENST00000407818
ENSG00000101350	ENST00000375712
ENSG00000155980	ENST00000455537
ENSG00000168280	ENST00000435030
ENSG00000166813	ENST00000394412
ENSG00000198954	ENST00000361983
ENSG00000116014	ENST00000234371
ENSG00000157404	ENST00000288135
ENSG00000049130	ENST00000228280
ENSG00000174996	ENST00000417856
ENSG00000105610	ENST00000264834
ENSG00000172059	ENST00000305883
ENSG00000161594	ENST00000293303
ENSG00000174010	ENST00000328046
ENSG00000114796	ENST00000454652
ENSG00000146021	ENST00000309755
ENSG00000157119	ENST00000287777
ENSG00000239474	ENST00000284669
ENSG00000122550	ENST00000339077
ENSG00000167749	ENST00000324041
ENSG00000164344	ENST00000264690
ENSG00000227268	ENST00000445946
ENSG00000118058	ENST00000534358
ENSG00000272333	ENST00000222270
ENSG00000055609	ENST00000262189
ENSG00000167548	ENST00000301067
ENSG00000005483	ENST00000311117
ENSG00000110066	ENST00000304363
ENSG00000137812	ENST00000346991
ENSG00000118162	ENST00000338134
ENSG00000133703	ENST00000256078
ENSG00000183762	ENST00000327813
ENSG00000001631	ENST00000394507
ENSG00000167768	ENST00000252244
ENSG00000186395	ENST00000269576
ENSG00000187242	ENST00000251643
ENSG00000171401	ENST00000246635
ENSG00000186847	ENST00000167586
ENSG00000186832	ENST00000301653
ENSG00000128422	ENST00000311208
ENSG00000111057	ENST00000388835
ENSG00000172867	ENST00000309680
ENSG00000204897	ENST00000312150
ENSG00000186442	ENST00000417996
ENSG00000170477	ENST00000551956
ENSG00000186081	ENST00000252242
ENSG00000205420	ENST00000330722
ENSG00000185479	ENST00000252252
ENSG00000170465	ENST00000252250
ENSG00000170484	ENST00000305620
ENSG00000170421	ENST00000552150
ENSG00000205426	ENST00000327741
ENSG00000170523	ENST00000293670
ENSG00000135443	ENST00000257901
ENSG00000170442	ENST00000293525
ENSG00000171403	ENST00000246662
ENSG00000174611	ENST00000423778
ENSG00000115919	ENST00000264170
ENSG00000198910	ENST00000370060
ENSG00000087299	ENST00000267436
ENSG00000179630	ENST00000441843
ENSG00000196976	ENST00000357360
ENSG00000101680	ENST00000389658
ENSG00000196569	ENST00000421865
ENSG00000053747	ENST00000313654
ENSG00000112769	ENST00000230538
ENSG00000091136	ENST00000222399
ENSG00000172037	ENST00000418109
ENSG00000196878	ENST00000391911
ENSG00000058085	ENST00000264144
ENSG00000050555	ENST00000361069
ENSG00000005893	ENST00000434600
ENSG00000116586	ENST00000368305
ENSG00000133424	ENST00000354992
ENSG00000174720	ENST00000509061
ENSG00000011376	ENST00000415258
ENSG00000001497	ENST00000374811
ENSG00000213658	ENST00000395461
ENSG00000143815	ENST00000338179
ENSG00000135338	ENST00000392959
ENSG00000213398	ENST00000264005
ENSG00000115850	ENST00000264162
ENSG00000122367	ENST00000429277
ENSG00000134333	ENST00000540430
ENSG00000130164	ENST00000558518
ENSG00000157978	ENST00000374338
ENSG00000161904	ENST00000293760
ENSG00000174106	ENST00000308330
ENSG00000174697	ENST00000308868
ENSG00000116678	ENST00000349533
ENSG00000106003	ENST00000222725
ENSG00000108231	ENST00000371418
ENSG00000153902	ENST00000310123
ENSG00000104826	ENST00000221421
ENSG00000138039	ENST00000294954
ENSG00000197753	ENST00000360215
ENSG00000107187	ENST00000371746
ENSG00000121454	ENST00000263726
ENSG00000121897	ENST00000261434
ENSG00000113594	ENST00000263409
ENSG00000174405	ENST00000356922
ENSG00000105370	ENST00000221973
ENSG00000169783	ENST00000355300
ENSG00000140471	ENST00000314742
ENSG00000107798	ENST00000336233
ENSG00000166035	ENST00000356113
ENSG00000079435	ENST00000244289
ENSG00000163898	ENST00000296252
ENSG00000204020	ENST00000404459
ENSG00000144182	ENST00000393477
ENSG00000175536	ENST00000310109
ENSG00000189067	ENST00000571688
ENSG00000074695	ENST00000251047
ENSG00000105983	ENST00000353442
ENSG00000168216	ENST00000370577
ENSG00000103227	ENST00000262301
ENSG00000160789	ENST00000368300
ENSG00000113368	ENST00000261366
ENSG00000163380	ENST00000420581
ENSG00000162761	ENST00000342310
ENSG00000136944	ENST00000355497
ENSG00000144320	ENST00000272748
ENSG00000196365	ENST00000360614
ENSG00000203782	ENST00000368742
ENSG00000113083	ENST00000231004
ENSG00000167210	ENST00000300591
ENSG00000139679	ENST00000378434
ENSG00000134324	ENST00000449576
ENSG00000101577	ENST00000261596
ENSG00000175445	ENST00000311322
ENSG00000145012	ENST00000312675
ENSG00000121207	ENST00000336356
ENSG00000198589	ENST00000357115
ENSG00000198799	ENST00000361127
ENSG00000183423	ENST00000594814
ENSG00000148655	ENST00000372499
ENSG00000147650	ENST00000276654
ENSG00000081479	ENST00000263816
ENSG00000134569	ENST00000378623
ENSG00000162337	ENST00000294304
ENSG00000070018	ENST00000261349
ENSG00000163956	ENST00000500728
ENSG00000138095	ENST00000260665
ENSG00000137507	ENST00000407242
ENSG00000161328	ENST00000270115
ENSG00000148356	ENST00000323301
ENSG00000184154	ENST00000435085
ENSG00000160285	ENST00000397728
ENSG00000119681	ENST00000261978
ENSG00000168056	ENST00000301873
ENSG00000090006	ENST00000308370
ENSG00000186687	ENST00000379380
ENSG00000143669	ENST00000389794
ENSG00000090382	ENST00000261267
ENSG00000163818	ENST00000296135
ENSG00000099949	ENST00000215739
ENSG00000159374	ENST00000290536
ENSG00000180660	ENST00000379919
ENSG00000181541	ENST00000317605
ENSG00000127603	ENST00000545844
ENSG00000110514	ENST00000311027
ENSG00000178573	ENST00000326043
ENSG00000182759	ENST00000333480
ENSG00000204103	ENST00000373313
ENSG00000105695	ENST00000392213
ENSG00000102316	ENST00000375068
ENSG00000254585	ENST00000532292
ENSG00000187391	ENST00000354212
ENSG00000102158	ENST00000358075
ENSG00000111837	ENST00000313243
ENSG00000172175	ENST00000348428
ENSG00000184384	ENST00000524717
ENSG00000013619	ENST00000432680
ENSG00000177239	ENST00000371589
ENSG00000104774	ENST00000456935
ENSG00000109323	ENST00000226578
ENSG00000189221	ENST00000338702
ENSG00000131711	ENST00000296755
ENSG00000169032	ENST00000307102
ENSG00000126934	ENST00000262948
ENSG00000095015	ENST00000399503
ENSG00000091436	ENST00000375213
ENSG00000135341	ENST00000369329
ENSG00000100030	ENST00000215832
ENSG00000138834	ENST00000250894
ENSG00000137802	ENST00000456763
ENSG00000166974	ENST00000300249
ENSG00000186868	ENST00000344290
ENSG00000145495	ENST00000274140
ENSG00000166986	ENST00000262027
ENSG00000247626	ENST00000282276
ENSG00000152939	ENST00000325631
ENSG00000127241	ENST00000296280
ENSG00000009724	ENST00000400897
ENSG00000105613	ENST00000251472
ENSG00000151224	ENST00000372213
ENSG00000132031	ENST00000407540
ENSG00000015479	ENST00000394805
ENSG00000204406	ENST00000407073
ENSG00000125505	ENST00000245615
ENSG00000012174	ENST00000379484
ENSG00000185231	ENST00000327606
ENSG00000166603	ENST00000299766
ENSG00000078070	ENST00000265594
ENSG00000131844	ENST00000340941
ENSG00000124370	ENST00000244217
ENSG00000180398	ENST00000409105
ENSG00000234602	ENST00000513312
ENSG00000160294	ENST00000397708
ENSG00000104738	ENST00000262105
ENSG00000076003	ENST00000264156
ENSG00000111877	ENST00000316316
ENSG00000090674	ENST00000264079
ENSG00000147316	ENST00000344683
ENSG00000146701	ENST00000315758
ENSG00000085276	ENST00000264674
ENSG00000169057	ENST00000453960
ENSG00000116353	ENST00000263702
ENSG00000184634	ENST00000374080
ENSG00000144893	ENST00000474524
ENSG00000108510	ENST00000397786
ENSG00000123066	ENST00000281928
ENSG00000042429	ENST00000251871
ENSG00000112282	ENST00000368068
ENSG00000104973	ENST00000312865
ENSG00000081189	ENST00000340208
ENSG00000103313	ENST00000219596
ENSG00000145794	ENST00000274473
ENSG00000105429	ENST00000334370
ENSG00000167077	ENST00000401548
ENSG00000134138	ENST00000561208
ENSG00000133895	ENST00000337652
ENSG00000005102	ENST00000318579
ENSG00000153208	ENST00000295408
ENSG00000117899	ENST00000261758
ENSG00000188095	ENST00000341735
ENSG00000181038	ENST00000341249
ENSG00000138382	ENST00000260953
ENSG00000197614	ENST00000359478
ENSG00000168958	ENST00000353339
ENSG00000116688	ENST00000235329
ENSG00000235718	ENST00000555262
ENSG00000168389	ENST00000372809
ENSG00000164073	ENST00000296468
ENSG00000168282	ENST00000305386
ENSG00000125871	ENST00000377710
ENSG00000111341	ENST00000228938
ENSG00000101752	ENST00000261537
ENSG00000174917	ENST00000309324
ENSG00000107745	ENST00000361114
ENSG00000101871	ENST00000317552
ENSG00000135517	ENST00000257979
ENSG00000027001	ENST00000382172
ENSG00000187098	ENST00000352241
ENSG00000125863	ENST00000347364
ENSG00000179455	ENST00000314520
ENSG00000011143	ENST00000393119
ENSG00000100427	ENST00000311597
ENSG00000076242	ENST00000231790
ENSG00000119684	ENST00000355774
ENSG00000115648	ENST00000264605
ENSG00000103150	ENST00000262430
ENSG00000151611	ENST00000281317
ENSG00000139428	ENST00000545712
ENSG00000132763	ENST00000401061
ENSG00000168288	ENST00000428879
ENSG00000196549	ENST00000460393
ENSG00000196611	ENST00000315274
ENSG00000137745	ENST00000260302
ENSG00000123342	ENST00000322569
ENSG00000087245	ENST00000219070
ENSG00000137674	ENST00000260228
ENSG00000154485	ENST00000368808
ENSG00000100985	ENST00000372330
ENSG00000146085	ENST00000274813
ENSG00000169184	ENST00000302326
ENSG00000138587	ENST00000260453
ENSG00000130675	ENST00000252971
ENSG00000075643	ENST00000261326
ENSG00000124615	ENST00000373186
ENSG00000164172	ENST00000396954
ENSG00000115275	ENST00000233616
ENSG00000133422	ENST00000215862
ENSG00000060762	ENST00000360961
ENSG00000129255	ENST00000250124
ENSG00000107186	ENST00000541718
ENSG00000178802	ENST00000352410
ENSG00000117400	ENST00000372470
ENSG00000168303	ENST00000306984
ENSG00000005381	ENST00000225275
ENSG00000115204	ENST00000380044
ENSG00000158887	ENST00000533357
ENSG00000149573	ENST00000278937
ENSG00000170262	ENST00000399784
ENSG00000158186	ENST00000289104
ENSG00000020922	ENST00000323929
ENSG00000114686	ENST00000264995
ENSG00000182180	ENST00000372945
ENSG00000122140	ENST00000371785
ENSG00000175110	ENST00000495075
ENSG00000074071	ENST00000397375
ENSG00000095002	ENST00000233146
ENSG00000113318	ENST00000265081
ENSG00000116062	ENST00000234420
ENSG00000005302	ENST00000312196
ENSG00000052802	ENST00000261507
ENSG00000147065	ENST00000360270
ENSG00000038945	ENST00000262101
ENSG00000174099	ENST00000355192
ENSG00000138379	ENST00000260950
ENSG00000125459	ENST00000245564
ENSG00000163132	ENST00000382723
ENSG00000120149	ENST00000239243
ENSG00000099810	ENST00000380172
ENSG00000103707	ENST00000220058
ENSG00000100714	ENST00000216605
ENSG00000177000	ENST00000376592
ENSG00000136371	ENST00000258874
ENSG00000171100	ENST00000370396
ENSG00000087053	ENST00000346299
ENSG00000135297	ENST00000415954
ENSG00000198793	ENST00000361445
ENSG00000116984	ENST00000366577
ENSG00000130921	ENST00000253233
ENSG00000124275	ENST00000264668
ENSG00000138823	ENST00000457717
ENSG00000128654	ENST00000249442
ENSG00000185499	ENST00000368395
ENSG00000030304	ENST00000374448
ENSG00000132781	ENST00000372098
ENSG00000167508	ENST00000301012
ENSG00000110921	ENST00000228510
ENSG00000196091	ENST00000452455
ENSG00000134571	ENST00000545968
ENSG00000134323	ENST00000281043
ENSG00000172936	ENST00000417037
ENSG00000111049	ENST00000228644
ENSG00000133392	ENST00000396324
ENSG00000105357	ENST00000601313
ENSG00000125414	ENST00000245503
ENSG00000109063	ENST00000583535
ENSG00000197616	ENST00000405093
ENSG00000092054	ENST00000355349
ENSG00000133020	ENST00000403437
ENSG00000100345	ENST00000216181
ENSG00000168530	ENST00000352451
ENSG00000111245	ENST00000228841
ENSG00000160808	ENST00000395869
ENSG00000065534	ENST00000360304
ENSG00000101306	ENST00000375994
ENSG00000180209	ENST00000322861
ENSG00000187616	ENST00000339996
ENSG00000091536	ENST00000205890
ENSG00000133454	ENST00000335473
ENSG00000157483	ENST00000288235
ENSG00000095777	ENST00000265944
ENSG00000197535	ENST00000399231
ENSG00000167306	ENST00000285039
ENSG00000196586	ENST00000369977
ENSG00000137474	ENST00000409709
ENSG00000066933	ENST00000356056
ENSG00000034971	ENST00000037502
ENSG00000141052	ENST00000425538
ENSG00000129152	ENST00000250003
ENSG00000164976	ENST00000297625
ENSG00000120729	ENST00000239926
ENSG00000172399	ENST00000307128
ENSG00000138347	ENST00000358913
ENSG00000124920	ENST00000278836
ENSG00000162601	ENST00000472487
ENSG00000186487	ENST00000428368
ENSG00000102030	ENST00000464845
ENSG00000164134	ENST00000296543
ENSG00000160877	ENST00000292431
ENSG00000152620	ENST00000381937
ENSG00000172890	ENST00000319023
ENSG00000198951	ENST00000396398
ENSG00000108784	ENST00000225927
ENSG00000161653	ENST00000293404
ENSG00000102452	ENST00000251127
ENSG00000188613	ENST00000425699
ENSG00000095380	ENST00000210444
ENSG00000134440	ENST00000256854
ENSG00000137513	ENST00000281038
ENSG00000213995	ENST00000309957
ENSG00000163382	ENST00000368235
ENSG00000151779	ENST00000281513
ENSG00000172915	ENST00000400445
ENSG00000160796	ENST00000450053
ENSG00000104320	ENST00000265433
ENSG00000151503	ENST00000534548
ENSG00000146918	ENST00000409423
ENSG00000158517	ENST00000289473
ENSG00000116701	ENST00000367535
ENSG00000100365	ENST00000397147
ENSG00000123338	ENST00000293373
ENSG00000162736	ENST00000294785
ENSG00000072864	ENST00000396355
ENSG00000182636	ENST00000331837
ENSG00000173376	ENST00000379692
ENSG00000124479	ENST00000378062
ENSG00000104419	ENST00000414097
ENSG00000070614	ENST00000261797
ENSG00000125356	ENST00000371437
ENSG00000130414	ENST00000252711
ENSG00000174886	ENST00000418389
ENSG00000131495	ENST00000252102
ENSG00000184983	ENST00000498737
ENSG00000139180	ENST00000266544
ENSG00000137806	ENST00000260361
ENSG00000164182	ENST00000296597
ENSG00000178057	ENST00000326925
ENSG00000123545	ENST00000316149
ENSG00000101247	ENST00000378106
ENSG00000156170	ENST00000396124
ENSG00000224877	ENST00000431388
ENSG00000147123	ENST00000276062
ENSG00000119013	ENST00000237889
ENSG00000166136	ENST00000299166
ENSG00000151366	ENST00000281031
ENSG00000023228	ENST00000455934
ENSG00000158864	ENST00000367993
ENSG00000213619	ENST00000263774
ENSG00000164258	ENST00000296684
ENSG00000145494	ENST00000274137
ENSG00000115286	ENST00000233627
ENSG00000110717	ENST00000313468
ENSG00000167792	ENST00000322776
ENSG00000178127	ENST00000318388
ENSG00000183091	ENST00000397345
ENSG00000089818	ENST00000339754
ENSG00000110400	ENST00000264025
ENSG00000143217	ENST00000368012
ENSG00000049759	ENST00000400345
ENSG00000100285	ENST00000310624
ENSG00000137601	ENST00000507142
ENSG00000163491	ENST00000341435
ENSG00000160602	ENST00000268766
ENSG00000119638	ENST00000238616
ENSG00000165525	ENST00000298310
ENSG00000163608	ENST00000314400
ENSG00000204386	ENST00000375631
ENSG00000162992	ENST00000295108
ENSG00000171532	ENST00000302584
ENSG00000122859	ENST00000242462
ENSG00000050030	ENST00000055682
ENSG00000162614	ENST00000334785
ENSG00000196712	ENST00000358273
ENSG00000186575	ENST00000338641
ENSG00000163531	ENST00000339876
ENSG00000116044	ENST00000397062
ENSG00000162599	ENST00000371189
ENSG00000147862	ENST00000380953
ENSG00000008441	ENST00000397661
ENSG00000109320	ENST00000226574
ENSG00000077150	ENST00000369966
ENSG00000100906	ENST00000216797
ENSG00000169599	ENST00000410022
ENSG00000134259	ENST00000369512
ENSG00000151092	ENST00000280700
ENSG00000187736	ENST00000356853
ENSG00000187566	ENST00000340650
ENSG00000196865	ENST00000369301
ENSG00000145912	ENST00000274606
ENSG00000188158	ENST00000380060
ENSG00000170113	ENST00000337435
ENSG00000172548	ENST00000311946
ENSG00000164190	ENST00000282516
ENSG00000101882	ENST00000371410
ENSG00000136352	ENST00000354822
ENSG00000183072	ENST00000329198
ENSG00000180053	ENST00000325017
ENSG00000109705	ENST00000382438
ENSG00000148826	ENST00000368592
ENSG00000146938	ENST00000381095
ENSG00000091106	ENST00000404025
ENSG00000091592	ENST00000572272
ENSG00000142405	ENST00000324134
ENSG00000162711	ENST00000336119
ENSG00000167634	ENST00000588756
ENSG00000086288	ENST00000199447
ENSG00000173614	ENST00000377205
ENSG00000112992	ENST00000264663
ENSG00000106410	ENST00000467773
ENSG00000167207	ENST00000300589
ENSG00000156574	ENST00000287139
ENSG00000183691	ENST00000332822
ENSG00000147140	ENST00000276079
ENSG00000182117	ENST00000328848
ENSG00000101361	ENST00000329276
ENSG00000198929	ENST00000361897
ENSG00000148400	ENST00000277541
ENSG00000134250	ENST00000256646
ENSG00000074181	ENST00000263388
ENSG00000104967	ENST00000263257
ENSG00000141458	ENST00000269228
ENSG00000119655	ENST00000555619
ENSG00000144061	ENST00000316534
ENSG00000113971	ENST00000337331
ENSG00000131697	ENST00000378156
ENSG00000161270	ENST00000378910
ENSG00000116218	ENST00000367615
ENSG00000175206	ENST00000376480
ENSG00000159899	ENST00000342694
ENSG00000114388	ENST00000232501
ENSG00000103148	ENST00000399953
ENSG00000169297	ENST00000378970
ENSG00000131910	ENST00000254227
ENSG00000012504	ENST00000551379
ENSG00000175745	ENST00000327111
ENSG00000185551	ENST00000394166
ENSG00000113580	ENST00000231509
ENSG00000151623	ENST00000358102
ENSG00000119508	ENST00000330847
ENSG00000136931	ENST00000373588
ENSG00000213281	ENST00000369535
ENSG00000129535	ENST00000561028
ENSG00000174004	ENST00000328557
ENSG00000179915	ENST00000404971
ENSG00000165671	ENST00000439151
ENSG00000147383	ENST00000370274
ENSG00000156831	ENST00000287437
ENSG00000185115	ENST00000332303
ENSG00000165802	ENST00000371475
ENSG00000037474	ENST00000264670
ENSG00000178694	ENST00000314622
ENSG00000076685	ENST00000343289
ENSG00000122643	ENST00000242210
ENSG00000135318	ENST00000257770
ENSG00000225950	ENST00000301411
ENSG00000065057	ENST00000219066
ENSG00000065320	ENST00000173229
ENSG00000196358	ENST00000393229
ENSG00000198400	ENST00000524377
ENSG00000148053	ENST00000376214
ENSG00000151413	ENST00000281081
ENSG00000111581	ENST00000229179
ENSG00000069248	ENST00000261396
ENSG00000095319	ENST00000372577
ENSG00000213024	ENST00000596217
ENSG00000125450	ENST00000245544
ENSG00000108559	ENST00000573584
ENSG00000102900	ENST00000308159
ENSG00000153989	ENST00000368494
ENSG00000167693	ENST00000336868
ENSG00000188937	ENST00000342595
ENSG00000065154	ENST00000368845
ENSG00000124006	ENST00000404537
ENSG00000104044	ENST00000354638
ENSG00000197822	ENST00000355237
ENSG00000122126	ENST00000371113
ENSG00000105479	ENST00000315396
ENSG00000169126	ENST00000305242
ENSG00000198003	ENST00000356392
ENSG00000174792	ENST00000435974
ENSG00000115758	ENST00000234111
ENSG00000046651	ENST00000340096
ENSG00000147162	ENST00000373719
ENSG00000198836	ENST00000361908
ENSG00000125741	ENST00000323060
ENSG00000079482	ENST00000355520
ENSG00000178814	ENST00000426825
ENSG00000102076	ENST00000369951
ENSG00000128617	ENST00000249389
ENSG00000123240	ENST00000378748
ENSG00000182500	ENST00000330079
ENSG00000085840	ENST00000371568
ENSG00000115947	ENST00000392857
ENSG00000091651	ENST00000219097
ENSG00000130703	ENST00000313733
ENSG00000092094	ENST00000206542
ENSG00000145623	ENST00000274276
ENSG00000081087	ENST00000193322
ENSG00000036473	ENST00000039007
ENSG00000155719	ENST00000388958
ENSG00000115155	ENST00000272371
ENSG00000188162	ENST00000399391
ENSG00000165899	ENST00000458043
ENSG00000155100	ENST00000285420
ENSG00000154124	ENST00000284274
ENSG00000165588	ENST00000339475
ENSG00000125850	ENST00000278780
ENSG00000083720	ENST00000196371
ENSG00000164830	ENST00000442977
ENSG00000187848	ENST00000343948
ENSG00000169313	ENST00000302632
ENSG00000117385	ENST00000236040
ENSG00000090530	ENST00000319332
ENSG00000072682	ENST00000401867
ENSG00000185624	ENST00000331483
ENSG00000178467	ENST00000343546
ENSG00000100836	ENST00000216727
ENSG00000175115	ENST00000320580
ENSG00000179364	ENST00000458164
ENSG00000142619	ENST00000375460
ENSG00000007168	ENST00000397195
ENSG00000171759	ENST00000553106
ENSG00000149269	ENST00000278568
ENSG00000077264	ENST00000360648
ENSG00000083093	ENST00000261584
ENSG00000217930	ENST00000318059
ENSG00000125779	ENST00000316562
ENSG00000110218	ENST00000227638
ENSG00000116183	ENST00000367662
ENSG00000198682	ENST00000456849
ENSG00000116288	ENST00000493678
ENSG00000140694	ENST00000437198
ENSG00000162396	ENST00000371279
ENSG00000229474	ENST00000434130
ENSG00000125813	ENST00000398485
ENSG00000075891	ENST00000428433
ENSG00000135903	ENST00000392069
ENSG00000106331	ENST00000341640
ENSG00000007372	ENST00000419022
ENSG00000009709	ENST00000375375
ENSG00000125618	ENST00000429538
ENSG00000198807	ENST00000361487
ENSG00000185630	ENST00000420696
ENSG00000173599	ENST00000393960
ENSG00000179270	ENST00000331664
ENSG00000166228	ENST00000299299
ENSG00000175198	ENST00000376285
ENSG00000114054	ENST00000469217
ENSG00000113555	ENST00000231484
ENSG00000150275	ENST00000361849
ENSG00000165194	ENST00000373034
ENSG00000160299	ENST00000359568
ENSG00000175426	ENST00000311106
ENSG00000169174	ENST00000302118
ENSG00000161217	ENST00000292823
ENSG00000185813	ENST00000538721
ENSG00000114209	ENST00000392750
ENSG00000112541	ENST00000539869
ENSG00000128655	ENST00000286063
ENSG00000186642	ENST00000334456
ENSG00000172572	ENST00000359062
ENSG00000113448	ENST00000340635
ENSG00000132915	ENST00000255266
ENSG00000133256	ENST00000496514
ENSG00000095464	ENST00000371447
ENSG00000156973	ENST00000287600
ENSG00000185527	ENST00000331056
ENSG00000139053	ENST00000266395
ENSG00000113231	ENST00000264917
ENSG00000100311	ENST00000331163
ENSG00000113721	ENST00000261799
ENSG00000131828	ENST00000379806
ENSG00000168291	ENST00000302746
ENSG00000110435	ENST00000227868
ENSG00000164951	ENST00000396200
ENSG00000148459	ENST00000376215
ENSG00000164494	ENST00000369037
ENSG00000139515	ENST00000381033
ENSG00000160209	ENST00000291565
ENSG00000101327	ENST00000217305
ENSG00000186862	ENST00000370215
ENSG00000124299	ENST00000244137
ENSG00000229833	ENST00000594797
ENSG00000127980	ENST00000248633
ENSG00000157911	ENST00000288774
ENSG00000131779	ENST00000369306
ENSG00000108733	ENST00000225873
ENSG00000162928	ENST00000295030
ENSG00000142655	ENST00000356607
ENSG00000121680	ENST00000241041
ENSG00000162735	ENST00000368072
ENSG00000164751	ENST00000419564
ENSG00000215193	ENST00000329627
ENSG00000034693	ENST00000367591
ENSG00000139197	ENST00000434354
ENSG00000124587	ENST00000304611
ENSG00000112357	ENST00000318471
ENSG00000152556	ENST00000340802
ENSG00000108518	ENST00000225655
ENSG00000164708	ENST00000297283
ENSG00000197121	ENST00000354764
ENSG00000148985	ENST00000278243
ENSG00000161395	ENST00000300658
ENSG00000102144	ENST00000373316
ENSG00000079739	ENST00000371083
ENSG00000013375	ENST00000506587
ENSG00000112137	ENST00000379348
ENSG00000102174	ENST00000379374
ENSG00000135365	ENST00000418153
ENSG00000156531	ENST00000332070
ENSG00000172943	ENST00000357988
ENSG00000092621	ENST00000369409
ENSG00000146247	ENST00000275034
ENSG00000067177	ENST00000373542
ENSG00000044446	ENST00000379942
ENSG00000102893	ENST00000323584
ENSG00000156873	ENST00000563588
ENSG00000165462	ENST00000298231
ENSG00000109132	ENST00000226382
ENSG00000107537	ENST00000263038
ENSG00000241973	ENST00000255882
ENSG00000083535	ENST00000326291
ENSG00000103335	ENST00000301015
ENSG00000154864	ENST00000503781
ENSG00000165195	ENST00000333590
ENSG00000069943	ENST00000164305
ENSG00000135845	ENST00000367728
ENSG00000174227	ENST00000453061
ENSG00000100564	ENST00000216452
ENSG00000142892	ENST00000370812
ENSG00000108474	ENST00000225609
ENSG00000143315	ENST00000368090
ENSG00000197563	ENST00000357637
ENSG00000165282	ENST00000378617
ENSG00000185808	ENST00000464265
ENSG00000007541	ENST00000026218
ENSG00000087111	ENST00000308360
ENSG00000124155	ENST00000279036
ENSG00000101464	ENST00000217446
ENSG00000060642	ENST00000374145
ENSG00000255072	ENST00000527353
ENSG00000011405	ENST00000265970
ENSG00000121879	ENST00000263967
ENSG00000171608	ENST00000377346
ENSG00000145675	ENST00000521381
ENSG00000105647	ENST00000222254
ENSG00000141506	ENST00000447110
ENSG00000115020	ENST00000264380
ENSG00000158828	ENST00000321556
ENSG00000186111	ENST00000335312
ENSG00000241878	ENST00000382151
ENSG00000091622	ENST00000262483
ENSG00000069011	ENST00000265340
ENSG00000164093	ENST00000306732
ENSG00000107859	ENST00000370002
ENSG00000204311	ENST00000409117
ENSG00000008710	ENST00000262304
ENSG00000158683	ENST00000289672
ENSG00000118762	ENST00000237596
ENSG00000162878	ENST00000294964
ENSG00000170927	ENST00000371117
ENSG00000143627	ENST00000342741
ENSG00000081277	ENST00000263946
ENSG00000057294	ENST00000070846
ENSG00000116711	ENST00000367466
ENSG00000184381	ENST00000332509
ENSG00000146070	ENST00000274793
ENSG00000137055	ENST00000397292
ENSG00000181690	ENST00000316981
ENSG00000122861	ENST00000372764
ENSG00000182621	ENST00000338037
ENSG00000149782	ENST00000540288
ENSG00000101333	ENST00000378501
ENSG00000187091	ENST00000463876
ENSG00000138193	ENST00000371380
ENSG00000197943	ENST00000359376
ENSG00000139151	ENST00000266505
ENSG00000075651	ENST00000351298
ENSG00000178209	ENST00000322810
ENSG00000090924	ENST00000409794
ENSG00000171680	ENST00000537245
ENSG00000225190	ENST00000430334
ENSG00000122194	ENST00000308192
ENSG00000166819	ENST00000300055
ENSG00000142731	ENST00000270861
ENSG00000198523	ENST00000357525
ENSG00000083444	ENST00000196061
ENSG00000152952	ENST00000282903
ENSG00000106397	ENST00000223127
ENSG00000123560	ENST00000418604
ENSG00000147471	ENST00000328195
ENSG00000120756	ENST00000337777
ENSG00000102024	ENST00000420625
ENSG00000130300	ENST00000252590
ENSG00000118557	ENST00000237353
ENSG00000140464	ENST00000268058
ENSG00000140650	ENST00000268261
ENSG00000147588	ENST00000256103
ENSG00000109099	ENST00000395938
ENSG00000165688	ENST00000371717
ENSG00000105819	ENST00000249269
ENSG00000122512	ENST00000265849
ENSG00000163344	ENST00000368467
ENSG00000127838	ENST00000273077
ENSG00000039650	ENST00000322344
ENSG00000198805	ENST00000361505
ENSG00000180316	ENST00000394571
ENSG00000177666	ENST00000336615
ENSG00000032444	ENST00000414982
